20161122,62000,64300,62000,64300,65017
20161121,62800,62800,61300,62000,42181
20161118,66500,67100,62500,62800,110242
20161117,66600,67600,66200,66600,51846
20161116,66100,67200,65600,67100,123199
20161115,67000,67000,65900,66000,62417
20161114,69900,69900,66900,67300,47170
20161111,69900,70000,68800,69400,47404
20161110,67700,70200,67300,68700,73819
20161109,68000,69400,65100,67000,62705
20161108,69300,69500,67900,68400,44001
20161107,67400,68400,66700,68000,45813
20161104,65900,67500,65300,67400,51888
20161103,65900,67100,64000,67000,70821
20161102,65800,66700,64300,65000,46493
20161101,66100,67200,66100,66900,91785
20161031,68900,68900,66400,66500,35356
20161028,70100,70100,68600,69000,23914
20161027,67700,70300,67700,70100,45964
20161026,68600,68700,67700,68500,35742
20161025,68000,69100,67900,68000,26160
20161024,71900,71900,68300,68600,49134
20161021,70200,71600,69500,71600,50133
20161020,69800,71500,69400,70000,43994
20161019,69600,70400,69300,69600,40596
20161018,67500,69900,67300,69600,54804
20161017,67000,67700,66200,67600,31909
20161014,67500,67500,65800,67100,64650
20161013,67600,68200,65800,66800,50824
20161012,68500,69500,66600,68000,52049
20161011,69200,69800,68800,69400,54077
20161010,69000,70000,68400,69000,33570
20161007,70000,70800,69300,69300,31597
20161006,70800,71000,70000,70600,26062
20161005,70500,70500,69600,70500,58261
20161004,71300,71900,70400,70600,52033
20160930,72400,72500,71600,71600,18228
20160929,72900,72900,71800,72400,18228
20160928,73500,73900,72200,72200,23157
20160927,72200,73200,71600,73200,24996
20160926,72900,73400,72200,72300,17409
20160923,73400,73600,72900,72900,44002
20160922,73300,73900,72300,73000,37655
20160921,71800,72500,71400,71900,18540
20160920,72100,72600,71800,72000,43729
20160919,73300,73300,72000,72400,34340
20160913,72800,73500,71400,72900,31347
20160912,73100,74000,70900,72200,79499
20160909,75300,75800,74500,75300,17904
20160908,77100,77800,75200,75200,39739
20160907,77800,78700,76800,77600,28982
20160906,77200,77700,76000,77700,32683
20160905,76100,77400,75900,76800,23424
20160902,75500,77700,74800,76000,47904
20160901,73000,75800,73000,75500,45711
20160831,74500,74500,73000,73300,52724
20160830,73800,75200,73800,74700,46637
20160829,74400,74700,73600,73800,48080
20160826,73800,75600,73100,75400,43315
20160825,74100,74600,73000,74500,54579
20160824,75100,75400,74300,74700,56588
20160823,74800,75800,74700,75300,59652
20160822,76400,76700,74500,75200,55772
20160819,76700,77500,75500,77400,71620
20160818,78200,78300,76300,76700,77507
20160817,80700,80800,77100,78200,99718
20160816,81400,82100,80000,80700,57480
20160812,80800,82400,79500,81300,57538
20160811,80000,80300,79100,80300,44010
20160810,79600,80200,78800,80100,56424
20160809,79900,79900,78900,79500,67360
20160808,79900,80200,79100,79300,61599
20160805,78700,79800,78600,79400,48119
20160804,79300,79600,78200,79300,30040
20160803,77900,79200,76500,79000,34062
20160802,79000,79300,78000,78200,62163
20160801,79800,80700,77500,79400,88380
20160729,76900,81500,76900,79100,132024
20160728,77100,78200,75700,76500,54350
20160727,76500,77300,76100,77000,47308
20160726,75800,76500,75600,76500,25720
20160725,74100,77400,74100,75800,97327
20160722,73000,73900,72800,73600,66835
20160721,73600,74100,72600,73100,51946
20160720,72400,73800,72400,73600,45422
20160719,73200,73900,71900,72800,28962
20160718,73500,74100,72600,73500,27963
20160715,74500,75100,73700,74100,67177
20160714,74900,75000,73600,74000,67653
20160713,74200,75900,73800,74700,67734
20160712,72700,73600,72100,73400,63207
20160711,71100,72800,70900,72700,87845
20160708,71400,71400,69600,70400,26181
20160707,70200,71500,70000,71100,36989
20160706,71700,71700,69000,69700,60292
20160705,70900,72100,70600,72000,34112
20160704,72000,72100,70700,71200,38824
20160701,71400,72200,71100,71800,52437
20160630,71800,72000,70900,71400,43367
20160629,72000,72300,71100,71200,38501
20160628,70600,72000,68300,71400,60794
20160627,68200,70900,67000,70600,72883
20160624,75000,75000,68400,69400,116981
20160623,74000,74600,72800,74200,30069
20160622,74000,75300,73600,74600,35287
20160621,74500,74800,73000,74000,62096
20160620,72000,75100,71900,74500,127453
20160617,73600,74000,71000,71000,170596
20160616,73100,73900,72400,73500,108491
20160615,72900,74000,72200,73800,130356
20160614,72900,72900,71400,72200,41773
20160613,75000,75000,72600,73000,30265
20160610,77600,77600,74200,75000,36711
20160609,76700,78600,76100,76600,59467
20160608,76700,76800,75000,76000,69827
20160607,72000,76600,72000,76500,107001
20160603,72200,72500,71400,72400,15720
20160602,72800,73300,72300,72700,36040
20160601,73400,73900,72100,72500,53398
20160531,72000,74000,71900,73400,62663
20160530,72600,73200,71200,72900,17253
20160527,73000,73000,71900,72700,10803
20160526,73800,73800,72100,72300,34939
20160525,73200,73700,72200,73000,82789
20160524,71800,71800,69300,71000,54621
20160523,71700,73400,70600,71400,43863
20160520,71600,73000,70600,72300,54461
20160519,73400,73400,70800,71600,33033
20160518,71300,73900,70600,73000,86886
20160517,70500,71300,66900,71200,154142
20160516,68400,70400,68000,69900,77434
20160513,67000,69500,66900,68400,67201
20160512,68900,68900,67000,67000,31853
20160511,67500,69400,66900,68900,90658
20160510,67400,67400,66200,66700,73443
20160509,68200,68300,65500,66200,34673
20160504,68900,69600,67800,68300,40336
20160503,67700,70000,67200,69600,45248
20160502,67900,68700,66900,67700,28979
20160429,66200,68200,66200,67900,36723
20160428,68600,69300,66500,66900,50571
20160427,68800,69200,67600,67800,19412
20160426,71300,71300,67700,68700,77201
20160425,70800,72500,69300,72100,54566
20160422,70500,71000,69500,70800,51937
20160421,70100,72300,69100,71500,136881
20160420,67000,71600,66200,70000,174238
20160419,63800,67000,63500,66400,59360
20160418,63500,63700,62800,63000,25981
20160415,65200,65300,63900,64100,40309
20160414,62200,65200,62100,65200,114641
20160412,63500,63500,61500,61500,103278
20160411,65500,66100,63500,63800,33237
20160408,65000,66000,63800,65500,39588
20160407,64600,66200,64600,66200,25195
20160406,63900,64500,63700,64400,28876
20160405,64900,64900,63900,63900,55562
20160404,65500,66100,64800,65300,10731
20160401,66800,66900,65300,65500,27488
20160331,67200,67200,65400,66800,55209
20160330,66600,67300,65700,67200,30254
20160329,66500,66600,65100,65800,25425
20160328,64100,65300,63700,65000,29001
20160325,63900,64300,63100,64000,30647
20160324,64900,65100,63400,63700,52555
20160323,65000,65700,64700,65100,51719
20160322,65500,66400,64700,65200,51272
20160321,67200,67400,65300,65600,51378
20160318,68800,68800,66800,67600,64444
20160317,66000,68900,66000,68800,80599
20160316,66300,66800,64500,66000,50853
20160315,63800,65800,63400,65800,82655
20160314,63600,64700,62900,63500,83626
20160311,63500,64000,62300,63100,53882
20160310,62900,63600,62500,63600,86034
20160309,61900,63200,61400,62600,62338
20160308,63600,63700,61500,62700,88797
20160307,59700,64000,59700,63600,206739
20160304,60500,60500,59100,59700,53009
20160303,60200,60600,59600,60500,20014
20160302,60700,61000,59700,60200,49043
20160229,59800,60300,58200,59700,59676
20160226,59100,60000,58700,59900,42762
20160225,59000,59500,57900,59200,24414
20160224,57500,59300,57500,58600,42473
20160223,59500,59700,58100,58300,48938
20160222,59700,59700,58200,59000,47944
20160219,57500,59200,56700,59200,53797
20160218,56300,57800,56300,57500,43502
20160217,55800,56700,55100,56200,51973
20160216,53400,56500,52700,56200,55431
20160215,53000,53800,52200,53400,54741
20160212,52400,52500,49300,51700,101724
20160211,53000,53300,52200,52800,61037
20160205,57500,57700,55100,55300,51562
20160204,55600,57600,55000,56800,43889
20160203,55400,56300,54800,55100,54384
20160202,56400,57000,56000,56400,53480
20160201,55400,57400,55200,56400,80709
20160129,55600,55700,53800,54900,36684
20160128,55300,55600,54000,55200,34582
20160127,56200,56300,54600,55300,47362
20160126,54800,55800,54800,55200,24420
20160125,55000,56000,54600,55800,83223
20160122,50800,54600,50600,54000,153047
20160121,50700,52200,49850,50200,115545
20160120,52900,53200,50300,51000,107135
20160119,54300,54800,53000,53500,52928
20160118,53000,54300,53000,54300,81233
20160115,57200,57300,54200,54400,44658
20160114,57700,57900,56100,56700,54293
20160113,58300,59300,57800,58800,61281
20160112,58600,58900,57800,58200,25533
20160111,59000,59400,58000,58000,20402
20160108,58300,60100,58100,59700,40136
20160107,60700,60800,57800,59500,76853
20160106,61400,61900,59800,61100,30737
20160105,59000,62000,59000,61500,34908
20160104,61600,62700,59100,59800,72336
20151230,62200,63300,61500,62000,42749
20151229,62000,63200,60500,62200,42186
20151228,60900,63000,60100,62000,78688
20151224,59500,60900,59000,60500,44903
20151223,60400,60500,58700,59200,57343
20151222,60100,60800,59100,60000,51732
20151221,59500,60000,58700,59700,53253
20151218,57600,59100,57400,59100,36848
20151217,59900,60300,58200,58300,55008
20151216,58900,59500,58000,59200,58802
20151215,56000,57800,55800,57700,30751
20151214,56500,56900,56000,56300,28112
20151211,57400,57800,56700,57000,25683
20151210,56800,57400,56700,57400,32627
20151209,57100,58300,57000,57500,47949
20151208,57500,57500,56600,57100,42994
20151207,57200,58200,56700,57000,41118
20151204,57000,57700,56700,57000,58388
20151203,58300,58500,57100,57400,37755
20151202,59000,59900,58300,58600,36380
20151201,59400,59700,58300,58900,34859
20151130,60400,60400,57100,58600,40747
20151127,60600,60700,59200,60300,34082
20151126,60500,61000,59300,60300,40920
20151125,60300,60800,60200,60400,37438
20151124,59000,60800,58700,60300,46953
20151123,59500,60300,58300,59000,22884
20151120,60300,60300,59100,59500,31947
20151119,58400,59800,57900,59800,61806
20151118,56800,58400,56800,58300,49565
20151117,54700,58000,54700,57300,74048
20151116,53500,54900,52900,54600,50637
20151113,53700,54200,53300,53800,40981
20151112,54400,54500,53800,54100,24352
20151111,54100,55300,53400,54800,27736
20151110,56000,56100,53800,54600,37452
20151109,58300,58500,55700,56000,29955
20151106,57900,59000,57400,58500,27472
20151105,57800,58000,57100,57900,19287
20151104,57500,58100,56800,57500,24707
20151103,57200,58200,56900,57900,36451
20151102,57600,58700,56900,57200,31924
20151030,58600,58700,57600,58700,38702
20151029,59100,59200,57300,58200,22974
20151028,58100,59300,58100,58400,37744
20151027,57400,59300,57400,58300,39904
20151026,58100,58200,57600,58000,30357
20151023,56800,58000,56400,57700,53067
20151022,58200,58400,55200,56000,63804
20151021,58800,58800,58000,58500,39072
20151020,57700,58800,56900,58800,41168
20151019,57700,57800,57100,57700,23682
20151016,57600,58000,56900,57100,37342
20151015,55400,57400,54400,57400,63528
20151014,56500,56700,55500,55500,31452
20151013,56900,57800,55900,56700,42668
20151012,55800,58000,55500,56600,76386
20151008,55400,55900,55200,55200,53487
20151007,56000,56100,54900,55200,56167
20151006,56300,56900,55800,55800,39109
20151005,57700,57700,56100,56100,30293
20151002,57900,57900,56200,56700,29571
20151001,56800,57800,56800,57400,38700
20150930,56400,57300,55900,56600,27789
20150925,58000,58000,56700,57400,29198
20150924,58000,58300,57200,57800,34402
20150923,58900,58900,57000,57400,45219
20150922,58300,59500,57600,59500,58071
20150921,58100,58300,57500,58300,25747
20150918,59900,59900,57800,58700,68845
20150917,60900,61500,57000,59400,60684
20150916,60400,61300,59500,60500,78027
20150915,58400,60400,58200,59800,61108
20150914,58400,60000,57100,58500,68963
20150911,56700,58700,55500,58300,87134
20150910,55400,57200,55200,56900,35204
20150909,54500,56400,54500,56400,99360
20150908,54000,54800,53100,53200,42094
20150907,53700,55100,53100,54000,52630
20150904,54200,54800,53300,53700,56740
20150903,55100,55400,54000,54100,101424
20150902,54800,55000,53700,54500,158854
20150901,56800,57400,55500,56000,78122
20150831,59100,59200,56800,57000,100734
20150828,60000,60200,58900,59500,84807
20150827,58500,60700,57600,58100,181343
20150826,56800,57600,56000,57500,95800
20150825,56000,57400,55400,56800,151673
20150824,55000,56400,54700,56000,55120
20150821,55100,56600,54700,56100,110650
20150820,57400,58600,56900,57600,87548
20150819,59700,60400,56700,58800,113022
20150818,62800,63200,60800,60900,46239
20150817,64800,65200,62100,62300,52940
20150813,61200,62400,60500,62400,38594
20150812,62200,63100,59800,61200,67895
20150811,68000,68200,61500,62200,104123
20150810,67100,67200,66100,66800,112737
20150807,66800,67400,64700,67000,68470
20150806,62500,68000,62200,67100,210505
20150805,61600,62200,61200,61600,54698
20150804,60600,62100,60500,61900,77045
20150803,65900,65900,61800,62100,78278
20150731,66500,67000,64300,65600,59042
20150730,65700,67200,65700,67200,62321
20150729,67600,67700,65400,65500,47966
20150728,64700,67100,64600,66600,71220
20150727,66700,68000,65300,67400,54036
20150724,68400,68900,67100,67800,52902
20150723,69300,69600,68100,68800,38183
20150722,71800,72600,68700,69600,75749
20150721,72400,72900,70600,72400,43848
20150720,71600,73200,71500,72300,48414
20150717,73300,74500,71700,72700,43449
20150716,72100,73900,71500,73100,49777
20150715,71600,74200,71000,72200,82039
20150714,71100,71700,70200,71000,38651
20150713,67700,71000,66600,70800,79904
20150710,68100,69000,66700,67200,67394
20150709,67500,67800,64500,67800,136871
20150708,70500,70900,67600,69200,70246
20150707,71000,71000,68400,70900,64398
20150706,71600,72700,69600,70500,67476
20150703,74500,75600,73200,73600,52882
20150702,75600,75600,74000,75000,71372
20150701,74200,75100,73500,74800,42292
20150630,74600,75700,71000,73900,65914
20150629,74700,79000,73100,73800,114186
20150626,76100,77200,75500,77000,49155
20150625,74600,76900,74100,76600,52817
20150624,73900,75600,72800,75600,76160
20150623,71500,74200,71500,73900,124793
20150622,71900,72400,70400,70600,59575
20150619,72000,75300,71000,71900,202814
20150618,69900,70900,69100,69200,45070
20150617,68800,69600,67500,69500,35636
20150616,67200,69600,67100,68100,49390
20150615,70000,71100,68600,68800,29773
20150612,70900,72300,69200,70000,52767
20150611,73200,74200,70500,71000,80013
20150610,74000,74100,71800,71800,34908
20150609,72900,73400,72000,73100,39703
20150608,69400,72900,68500,72900,91343
20150605,70100,70300,67300,69400,123946
20150604,71500,72200,70400,71000,53394
20150603,71000,72100,70200,70800,51754
20150602,72400,73200,70500,70800,67954
20150601,75100,75100,72200,72400,61168
20150529,74500,76500,74300,75100,49094
20150528,75200,75700,73600,74400,51776
20150527,74200,75500,72200,74700,71176
20150526,77000,77200,74600,75500,62131
20150522,78000,78600,77000,77100,67802
20150521,79300,79300,76800,77500,91604
20150520,76100,79200,76000,79200,184033
20150519,75000,75900,74800,75700,52682
20150518,73600,74900,72600,74900,92457
20150515,79000,79200,73100,73600,226357
20150514,76900,78000,76500,77400,116719
20150513,74100,77100,73900,77000,119727
20150512,74600,76100,73100,74700,79363
20150511,74000,75800,73200,74200,104587
20150508,73600,73700,72100,72600,45486
20150507,71700,73300,70400,73300,94900
20150506,73000,73000,69000,72100,258064
20150504,75600,76900,74200,74200,88041
20150430,77000,78200,75600,76400,113767
20150429,80300,80800,76000,77400,169358
20150428,81300,82400,79800,80200,166261
20150427,82000,82300,80500,81800,97136
20150424,85400,85400,80300,81300,121555
20150423,83500,85600,80000,84300,244835
20150422,76800,85500,76300,82800,357808
20150421,78200,78500,76300,76800,139655
20150420,75400,77600,75000,77100,233041
20150417,79900,79900,77500,78000,176193
20150416,80800,80900,78800,79800,87538
20150415,79900,81700,78800,80100,158546
20150414,81600,82100,78000,79800,293553
20150413,82900,83900,78800,81500,411738
20150410,80500,83100,79800,82900,169386
20150409,78100,79700,77000,79700,90400
20150408,78900,81100,77100,78100,111141
20150407,81200,81400,77300,78500,71325
20150406,75500,79900,75200,79100,137683
20150403,72700,76300,71400,75500,186554
20150402,71000,71800,69700,71800,90171
20150401,72000,72000,69400,70500,52634
20150331,72000,73200,70200,70700,148687
20150330,68900,72000,68800,70500,155640
20150327,70000,70100,68200,68200,55944
20150326,69500,70200,68800,70100,87379
20150325,71000,71400,70300,70500,127904
20150324,71400,71800,70100,70900,120661
20150323,71000,73300,69700,72000,255592
20150320,67300,71100,66300,70600,135553
20150319,68100,69400,67300,68300,118391
20150318,67500,68200,66500,66600,105729
20150317,64500,69700,64000,67500,236665
20150316,64400,64600,62500,63600,46546
20150313,67000,67500,64000,64300,169172
20150312,63800,67900,63800,66300,107172
20150311,65000,65200,62800,63600,67663
20150310,66100,66700,64300,66100,54506
20150309,66300,66900,65000,65600,69491
20150306,64800,69200,64300,66700,161978
20150305,63800,64600,62900,64100,51788
20150304,66500,66500,63800,64100,61610
20150303,64500,65900,63700,65600,99840
20150302,63000,65000,62900,64600,128713
20150227,65100,65300,62700,62800,73798
20150226,65900,65900,63600,65100,77510
20150225,61500,66200,60800,64900,162104
20150224,58500,61300,58500,61000,79066
20150223,60000,60200,58100,58600,40752
20150217,56800,61300,56400,59300,64201
20150216,57100,57400,56600,56800,9667
20150213,57700,58400,56600,57000,22653
20150212,57400,58600,56900,57600,35987
20150211,57800,58300,57100,57500,31145
20150210,57200,57900,56600,57000,24529
20150209,58300,58300,56800,57400,52446
20150206,58900,59300,57800,58400,27720
20150205,59000,59500,58300,58700,29854
20150204,60500,60500,58300,58600,62443
20150203,59600,60300,58000,59500,61318
20150202,59000,61600,58200,59500,71338
20150130,61700,61900,58500,58500,77730
20150129,60800,62000,59600,60900,105191
20150128,60400,65100,60400,62300,259536
20150127,58800,59700,57900,59400,77689
20150126,57300,59900,56000,58900,141288
20150123,56900,57600,56000,56800,75508
20150122,57600,57600,55900,56800,78567
20150121,57800,58100,57000,57600,82502
20150120,59100,59200,56700,58000,109966
20150119,60200,61400,58300,59100,124928
20150116,59100,61900,58000,59900,123967
20150115,59700,60600,57800,59800,171573
20150114,55600,60700,54300,59700,356821
20150113,56100,56500,54300,55200,162291
20150112,56300,57000,53900,56600,633723
20150109,48900,54900,48850,54900,738642
20150108,46400,48200,45850,47750,22844
20150107,45850,46700,45800,46300,23491
20150106,47350,47350,46000,46650,31340
20150105,48000,48400,47100,47150,20906
20150102,46050,49600,46050,47950,32633
20141230,45500,46550,45500,46100,17088
20141229,46850,47150,45800,45800,16294
20141226,47250,47400,46650,47150,13535
20141224,47450,47800,47000,47400,12253
20141223,47500,47950,47300,47450,15548
20141222,47700,47950,47150,47900,26343
20141219,47100,48500,47100,48300,14974
20141218,48450,48500,46300,47000,58322
20141217,48650,49000,47550,47950,35220
20141216,47200,48750,46800,48700,40685
20141215,47100,47400,46250,47250,17443
20141212,48400,48400,47200,47600,15023
20141211,47900,48550,46300,47550,53784
20141210,48900,49000,47800,48250,25431
20141209,49550,49700,48950,49350,32439
20141208,50500,50600,49750,50200,13835
20141205,50200,50500,49600,50500,18730
20141204,50800,50800,50100,50300,5991
20141203,50000,50300,49600,50100,14854
20141202,47850,50300,47850,50200,35525
20141201,50400,50500,48950,48950,20935
20141128,49550,50400,49150,50000,26326
20141127,50800,51000,49650,50000,47134
20141126,50800,52000,50200,51000,105083
20141125,49300,50600,48700,50200,47416
20141124,47800,49650,47650,49300,71227
20141121,48000,48000,47450,47600,17931
20141120,47900,48100,47050,48000,36183
20141119,48300,48300,47200,48150,35651
20141118,47500,48200,47450,48000,48557
20141117,47100,48100,46850,47450,52494
20141114,45700,48350,45650,46800,223075
20141113,44300,44650,44200,44300,32213
20141112,44900,44950,44400,44500,42822
20141111,44550,45400,44550,44850,33964
20141110,45450,46950,45050,45100,36222
20141107,44850,45500,44550,45450,33142
20141106,45750,45800,44150,44850,52845
20141105,45400,45800,45000,45550,23717
20141104,45450,45800,44600,45000,35208
20141103,45350,45850,44600,45850,46274
20141031,45500,45500,44850,45350,21897
20141030,45250,45550,44400,45100,53837
20141029,45400,45600,45000,45300,71778
20141028,44700,45050,44350,44900,17894
20141027,44200,45200,44200,44850,20365
20141024,44750,44950,44300,44300,14797
20141023,45250,45850,44300,44500,30264
20141022,45850,45900,44900,45600,31327
20141021,45000,45650,44600,45000,45682
20141020,44550,45050,44300,44900,33252
20141017,43850,44200,43450,44000,44209
20141016,45200,45650,43600,43650,114469
20141015,46550,46700,45400,45700,37624
20141014,45800,46950,45600,46500,87766
20141013,46750,47000,45400,46400,35488
20141010,46800,47700,45350,46900,39180
20141008,47550,48250,47050,47100,22107
20141007,47300,48450,47300,48050,33470
20141006,48700,49050,47550,47550,41455
20141002,47750,48600,46400,48550,77514
20141001,51300,51300,48000,48200,78946
20140930,50200,51300,49600,51200,55935
20140929,52000,52000,50400,51000,57932
20140926,50100,52100,50000,51600,52887
20140925,52200,52300,50800,51100,25527
20140924,52000,52000,51200,51500,22839
20140923,51500,52400,50800,51900,32737
